video_gameLabel,Entities,genre,platform,gameModes,inputDevice
Monster Boy and the Cursed Kingdom,Q28126741,Metroidvania,PlayStation 5; PlayStation 4; Microsoft Windows; Xbox One; Nintendo Switch,single-player video game,
Reader Rabbit Toddler,Q28126743,,Microsoft Windows; Classic Mac OS,,
Math Rabbit,Q28126744,,Microsoft Windows; Classic Mac OS,,
Reader Rabbit Kindergarten,Q28126745,,Microsoft Windows,,
Thinkin' Things,Q28126751,,Microsoft Windows; Classic Mac OS,,
Book Series - Alice in Wonderland,Q33008472,visual novel; indie game,Microsoft Windows; macOS,single-player video game,
Fruit Ninja VR,Q33008695,indie game,Microsoft Windows,single-player video game,
Black the Fall,Q33026788,puzzle-platformer,Nintendo Switch; Microsoft Windows; macOS,single-player video game,
A3!,Q33027058,life simulation game,Android; iOS,,touchscreen
Q33082387,Q33082387,puzzle video game,ZX Spectrum; Commodore 64,,
Universe II,Q33100959,,Apple II series,,
Rules of Engagement,Q33100964,strategy video game,Commodore Amiga; IBM Personal Computer,,
Paladin,Q33100976,,DOS; Atari ST; Commodore Amiga,,
Breach 3,Q33100987,real-time tactics; science fiction video game,IBM Personal Computer,,
Breach,Q33101006,science fiction video game,Atari ST; Commodore Amiga; Classic Mac OS; IBM Personal Computer,,
Runner3,Q33101486,music video game,Nintendo Switch; Microsoft Windows; macOS,single-player video game,
Futurama: Worlds of Tomorrow,Q33101499,science fiction video game; city-building game; adventure game,Android; iOS,multiplayer video game; single-player video game,touchscreen
Pinball FX 3,Q33101516,pinball video game,PlayStation 4; Microsoft Windows; Nintendo Switch; Xbox One,player versus player; multiplayer video game; single-player video game; hotseat,
The Mage's Tale,Q33101540,,PlayStation 4; Microsoft Windows,single-player video game,
Katana Zero,Q33101548,action game; side-scrolling video game; indie game; cyberpunk video game,Nintendo Switch; Microsoft Windows; macOS,single-player video game,
Juanito Arcade Mayhem,Q33101566,action game; indie game,Microsoft Windows,single-player video game,
Kirara Fantasia,Q33101584,,Android; iOS,,
The End Is Nigh,Q33101630,post-apocalyptic video game; platform game; indie game; adventure game,PlayStation 4; Microsoft Windows; macOS; Nintendo Switch,single-player video game,
Serial Cleaner,Q33103621,indie game,macOS; PlayStation 4; iOS; Microsoft Windows; Xbox One; Nintendo Switch; Linux,single-player video game,touchscreen; gamepad; mouse; computer keyboard
Sundered,Q33103629,indie game; Metroidvania,macOS; PlayStation 4; Microsoft Windows; Nintendo Switch; Linux,single-player video game,
Turmoil,Q33103649,simulation video game,macOS; iOS; Microsoft Windows; Nintendo Switch; Linux,single-player video game,touchscreen
Guilty Gear Xrd Revelator,Q33111192,,PlayStation 4; Microsoft Windows,multiplayer video game; single-player video game,
Black Closet,Q33111325,yuri game; LGBTI+ related video game; strategy video game; indie game,macOS; Microsoft Windows; Linux,single-player video game,
Next Up Hero,Q33111340,action game,PlayStation 4; Microsoft Windows; macOS; Nintendo Switch,single-player video game; co-op mode,
SteamHammerVR The Rogue Apprentice,Q33111354,,Microsoft Windows,single-player video game,
Ultratron,Q33111367,science fiction video game,macOS; Microsoft Windows; Linux,single-player video game,
InnerSpace,Q33111385,indie game; puzzle video game; simulation video game; adventure game,macOS; PlayStation 4; Microsoft Windows; Xbox One; Nintendo Switch; Linux,single-player video game,
Titan Attacks!,Q33111716,shoot 'em up; science fiction video game,macOS; PlayStation 4; Microsoft Windows; Android; Linux,single-player video game,touchscreen
Operation Hormuz,Q33123227,,ZX Spectrum; Commodore 64,,
Angry Birds Blast!,Q33132999,tile-matching video game; puzzle video game,Android; iOS,,touchscreen
Angry Birds Evolution,Q33133284,puzzle video game; gacha game,Android; iOS,,touchscreen; gamepad
Trojan Warrior,Q33133648,,Commodore 64,,
American Civil War: From Sumter to Appomattox,Q33140452,,Microsoft Windows,,
Metal Rage,Q33140469,,DOS,,
Parkan: Iron Strategy,Q33232222,first-person shooter,Microsoft Windows,single-player video game,
Dysan the Shapeshifter,Q33252720,,Microsoft Windows,single-player video game,
Lone Echo,Q33256940,virtual reality; adventure game,Microsoft Windows,multiplayer video game; single-player video game,gamepad
Q33339726,Q33339726,action game,ColecoVision; Commodore 64,,
Black Hawk,Q33438949,,ZX Spectrum; Commodore 64,,
Hey! Pikmin,Q33439224,action game; puzzle video game,Nintendo 3DS,single-player video game,
The Gateway Trilogy,Q33441288,,Microsoft Windows; macOS,single-player video game,
NotCoD,Q33441951,,Microsoft Windows,single-player video game,
Insane,Q33455108,,Microsoft Windows; macOS,single-player video game,
1953: NATO vs Warsaw Pact,Q33456550,,Microsoft Windows,single-player video game,
Ugh!,Q33541124,action game,ZX Spectrum; Commodore 64,,
CAYNE,Q33546114,indie game,macOS; Microsoft Windows; Linux,single-player video game,
Ravage D.C.X.,Q33675454,rail shooter,Microsoft Windows,,
Guilty Gear Petit 2,Q33709622,,WonderSwan Color,,
Tragedy of Prince Rupert,Q33724028,action game; indie game,Microsoft Windows,single-player video game,
Revelation,Q33745512,,Commodore 64,,
Q33789295,Q33789295,,Nintendo Entertainment System,,
Games of Glory,Q33789546,,PlayStation 4; Microsoft Windows,multiplayer video game,
Q33791735,Q33791735,puzzle video game,Android; iOS,,
Q33792049,Q33792049,,Android; iOS,,
Q33792174,Q33792174,,Android; iOS,,
Q33792512,Q33792512,,Android; iOS,,
Osomatsu Sanpo,Q33792758,,Android; iOS,,
Osomatsu-san Hesokuri Wars ~Battle of the NEETs~,Q33793075,,,,
Q33800508,Q33800508,,PlayStation Vita,,
Absolute Drift,Q33806278,indie game,macOS; PlayStation 4; iOS; Microsoft Windows; Xbox One; Android; Linux,single-player video game,touchscreen
Sage Solitaire,Q33818643,indie game,iOS,,
The Guides,Q33819826,puzzle video game,Android; iOS,,
Horizon Chase,Q33821223,indie game,PlayStation 4; iOS; Xbox One; Nintendo Switch; Android,,touchscreen
Galactic Keep,Q33841663,indie game,Microsoft Windows; macOS; Mac; iOS,single-player video game,
Trouballs,Q33890877,,Game Boy Color,,
Final Fantasy XV: A New Empire,Q33914688,strategy video game,Android; iOS,massively multiplayer online role-playing game,touchscreen
Falcon 3.0,Q34071865,,DOS; Microsoft Windows,single-player video game,
Provocator,Q34080618,shoot 'em up,Acorn Archimedes,,
Life Is Feudal: MMO,Q34613523,,Microsoft Windows,multiplayer video game,
"Oiκοςpiel, Book I",Q34663981,indie game,Microsoft Windows; Mac,,
Hustler,Q34664169,simulation video game,Commodore 16 and Plus/4; MSX; ZX Spectrum; Amstrad CPC; Commodore 64,,
Arcana Heart,Q34678489,fighting game,PlayStation 2; arcade video game machine,multiplayer video game; single-player video game,
Vive le Roi,Q34688428,puzzle video game,macOS; iOS; Microsoft Windows; Android; Linux,single-player video game,
Realpolitiks,Q34688510,government simulation game; real-time strategy,macOS; Microsoft Windows; Linux; Nintendo Switch,single-player video game,
Q34691445,Q34691445,fixed shooter,Commodore 64,,
Lords Mobile,Q34724503,strategy video game,Android; iOS; Microsoft Windows,multiplayer video game,touchscreen
Frisky Business,Q34743388,visual novel; indie game,PlayStation 4; Microsoft Windows; macOS,single-player video game,
Cookie Run: Ovenbreak,Q34777288,action game; running,Android; iOS,multiplayer video game; single-player video game,
Batman: The Enemy Within,Q35236980,episodic video game; graphic adventure game,macOS; PlayStation 4; iOS; Microsoft Windows; Xbox One; Nintendo Switch; Android,single-player video game,touchscreen; gamepad; mouse; computer keyboard
NBA Live 18,Q35242895,simulation video game,PlayStation 4,,
Q35360635,Q35360635,space flight simulation game,Commodore 64; Amstrad CPC,single-player video game,
The Next Penelope,Q35494772,indie game,macOS; Microsoft Windows; Linux; Nintendo Switch,multiplayer video game; single-player video game,
Dia Horizon,Q35524212,role-playing video game,Android; iOS,,touchscreen
Superbike Racing,Q35570586,,,,
Chase Game,Q35809671,,,,
Mogeko Castle,Q35849966,,Microsoft Windows; macOS,single-player video game,
Dungeons & Dragons: Eye Of The Beholder,Q35881040,role-playing video game; adventure game,Game Boy Advance,single-player video game,
Glory Days 2,Q35890429,shoot 'em up,Nintendo DS,,
Throne of Fire,Q35940901,action game,ZX Spectrum; Amstrad CPC,,
Nosferatu the Vampyre,Q36061795,action game; action-adventure game,ZX Spectrum; Commodore 64; Amstrad CPC,,
King of Thieves,Q36272898,action-adventure game; arcade-style video game; tower defense,Android; iOS,multiplayer video game; single-player video game,touchscreen
World Cup Football,Q36330171,association football video game,ZX Spectrum; Commodore 64,,
Malicious Fallen,Q36373859,beat 'em up,PlayStation 4,,
Circles,Q36373940,puzzle video game,Microsoft Windows; macOS; Mac,single-player video game,
Breakforcist,Q36561146,indie game,iOS,,
Titanfall: Assault,Q36672990,real-time strategy,Android; iOS,,touchscreen
Mega Man Maker,Q36690060,action game; indie game,Microsoft Windows,,
99Vidas,Q36690866,beat 'em up,PlayStation 3; macOS; PlayStation 4; PlayStation Vita; Microsoft Windows; Xbox One; Linux,multiplayer video game; single-player video game,
The Shrouded Isle,Q36694511,simulation video game,Nintendo Switch; Microsoft Windows; macOS,single-player video game,
Fable Fortune,Q36721549,collectible card game; free-to-play,Microsoft Windows; Xbox One,multiplayer video game; single-player video game,
Lost Sphear,Q30935234,role-playing video game; steampunk video game; fantasy video game,PlayStation 4; Microsoft Windows; Nintendo Switch,multiplayer video game; single-player video game,
Q30935242,Q30935242,,,,
Otome ga Kanaderu Koi no Aria,Q30935251,visual novel; eroge,Microsoft Windows,,
Ojō-sama wa Sunao ni Narenai,Q30935338,visual novel; eroge,Microsoft Windows,,
Niizuma Lovely x Cation,Q30935413,visual novel; romance adventure game,Microsoft Windows,single-player video game,
Q30935476,Q30935476,,,,
Q30935566,Q30935566,,,,
Koi suru Kimochi no Kasanekata,Q30935588,visual novel; eroge,Microsoft Windows,,
Purely×Cation,Q30935595,visual novel; romance adventure game,Microsoft Windows,single-player video game,
Omega Labyrinth Z,Q30935616,roguelike,PlayStation 4; PlayStation Vita,,
Q30935685,Q30935685,,Microsoft Windows,single-player video game,
Omoi o Sasageru Otome no Melody,Q30935698,visual novel; eroge,Microsoft Windows,,
Q30935741,Q30935741,,,,
Q30936025,Q30936025,,,,
Demon Busters ~Ecchi na Ecchi na Demon Taiji~,Q30936271,,Microsoft Windows,single-player video game,
Q30936316,Q30936316,,,,
Love Sweets,Q30936375,visual novel; romance adventure game,Android; iOS; Microsoft Windows,single-player video game,
Q30936425,Q30936425,,,,
TerraGenesis,Q30936597,simulation video game; god game,Android; iOS,single-player video game,
Q30936680,Q30936680,,,,
Q30936762,Q30936762,,Microsoft Windows,single-player video game,
Q30936904,Q30936904,,,,
golden hour,Q30936943,visual novel; romance adventure game,Microsoft Windows,single-player video game,
Bullet Force,Q30936949,first-person shooter,Android; macOS; Microsoft Windows; iOS,multiplayer video game; single-player video game,touchscreen
Beat Valkyrie Ixseal,Q30936961,bishōjo game,Microsoft Windows,single-player video game,
Q30937065,Q30937065,,,,
Tokyo Afterschool Summoners,Q30937584,role-playing video game; LGBTI+ related video game,Android; iOS,,touchscreen
Q30937864,Q30937864,,,,
CLEAVAGE,Q30937891,visual novel; eroge,Microsoft Windows,,
LINE Rangers,Q30937955,,,,
Rolling Sky,Q30940565,platform game; music video game,Nintendo Switch; Android; iOS; Microsoft Windows,single-player video game,touchscreen
Q30941622,Q30941622,,,,
Koishiki Manual,Q30942942,,Microsoft Windows,single-player video game,
Q30943080,Q30943080,,,,
Nobunaga's Ambition: Taishi,Q30943246,,PlayStation 4; Microsoft Windows; Nintendo Switch,single-player video game,
Angel Ring,Q30943538,,Microsoft Windows,single-player video game,
Symphony of Fantasy,Q30944063,,,,
Princess Love Life!,Q30944183,visual novel; romance adventure game,Microsoft Windows,single-player video game,
Q30944255,Q30944255,,,,
Panty Party,Q30944919,indie game,Microsoft Windows,single-player video game,
Forward to the Sky,Q30946226,indie game,macOS; Microsoft Windows; Linux,single-player video game,
Dong-Jin Rice-hime,Q30947222,visual novel; simulation video game,Microsoft Windows,single-player video game,
Redactem,Q30949643,indie game,Microsoft Windows; macOS,single-player video game,
Witch It,Q30950422,action role-playing game,Microsoft Windows,multiplayer video game,mouse; computer keyboard
Stay! Stay! Democratic People's Republic of Korea!,Q30951067,,macOS; Microsoft Windows; Linux,single-player video game,
My Talking Hank,Q30975215,,Android,,
Sid Meier’s Ace Patrol: Pacific Skies,Q31078089,turn-based strategy video game; strategy game; casual game; World War II,Microsoft Windows,multiplayer video game; single-player video game,
Project CARS 2,Q31086405,sim racing,PlayStation 4; Microsoft Windows; Xbox One,multiplayer video game; single-player video game,
Mighty Morphin Power Rangers: Mega Battle,Q31087318,beat 'em up,PlayStation 4; Xbox One,,
Claybook,Q31087698,puzzle video game,PlayStation 4; Microsoft Windows; Nintendo Switch; Xbox One,multiplayer video game; single-player video game,
Pete Pilotti & Pontiac: Vaaleanpunaiset tiikerit,Q31088039,visual novel,Microsoft Windows; Classic Mac OS,single-player video game,
Pete Pilotti & Pontiac: Seikkailu Lapponiassa,Q31088098,visual novel,Microsoft Windows; Classic Mac OS,single-player video game,
Nine Parchments,Q31088149,shoot 'em up; indie game,PlayStation 4; Microsoft Windows; Nintendo Switch,multiplayer video game; single-player video game,
Kingdom Rush Frontiers,Q31090110,tower defense,macOS; iOS; iPadOS; Xbox Series X and Series S; Microsoft Windows; Xbox One; Nintendo Switch; Android; Linux,single-player video game,
Attack of the Friday Monsters! A Tokyo Tale,Q31091267,,Nintendo 3DS,,
Crisis Action,Q31172950,,,,
Boggle,Q31213435,puzzle video game,Microsoft Windows,,
Q31214196,Q31214196,shoot 'em up,ZX Spectrum; Commodore 64,,
Dear Esther: Landmark Edition,Q31272566,,Microsoft Windows; macOS,single-player video game,
Colony Survival,Q31276586,,Microsoft Windows; Linux,multiplayer video game; single-player video game,
The Golf Club 2,Q31285018,golf video game,PlayStation 4; Microsoft Windows,single-player video game; co-op mode,
Haunted Hotel: Stay in the Light,Q31286557,indie game,Microsoft Windows,single-player video game,
TSIOQUE,Q31287071,indie game,Microsoft Windows; macOS,single-player video game,
A Hand in the Darkness,Q31287372,indie game,macOS; Microsoft Windows; Linux,single-player video game,
Love in the Glen,Q31287833,tile-matching video game; visual novel; indie game,macOS; Microsoft Windows; Linux,single-player video game,
One Last Chance,Q31287902,indie game,Microsoft Windows; macOS,single-player video game,
Interfectorem,Q31288411,indie game,Microsoft Windows; macOS,single-player video game,
Hoyle Official Casino Games,Q31288795,,Microsoft Windows; macOS,single-player video game,
Sonya: The Great Adventure,Q31288906,,Microsoft Windows; macOS,single-player video game,
Shadows: Price For Our Sins Bonus Edition,Q31289082,,Microsoft Windows; macOS,single-player video game,
Grounseed,Q31291004,,NEC PC-9800 series,,
The Elder Scrolls V: Skyrim Special Edition,Q31602948,,Microsoft Windows,single-player video game,
Realm Grinder,Q31605829,incremental game,Android; macOS; Microsoft Windows; iOS,single-player video game,
